Series,Date,PM,NO,NO2,Nox,NH3,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,O Xylene,Temperature,RH,WS,WD,SR,BP,VWS,RF,Mixing Height 
604,26-Aug-2020 - 00:00,16.04,6.91,11.17,18.06,10.97,6.61,0.24,25.74,1.02,17.32,0.97,0.43,27.05,94,1.21,135.05,108.88,994.49,0.01,,1.170331
605,27-Aug-2020 - 00:00,20.95,6.92,7.47,14.24,11.87,6.76,0.19,21.23,0.96,23.05,1.11,0.49,26.29,96.36,1.15,231.77,70.3,997.42,0.01,,1.170331
606,28-Aug-2020 - 00:00,33.11,11.84,18.76,30.38,9.56,6.07,0.33,26.92,3.01,24.43,1.78,0.77,28.11,88.41,1.91,221.04,136.48,997.89,0.01,,1.170331
607,29-Aug-2020 - 00:00,35.8,9.01,22.57,31.51,8.25,6.41,0.26,23.4,3.03,28.07,2.01,0.94,29.82,80.86,2.08,216.78,192.84,998.7,0.01,,1.170331
608,30-Aug-2020 - 00:00,38.35,8.63,20.07,28.7,8.92,6.17,0.31,21.92,2.59,23.72,1.91,0.87,29.95,83.04,1.68,215.3,137.06,999.27,0.01,,1.170331
609,31-Aug-2020 - 00:00,47.1,7.69,16.82,24.44,9.28,6.34,0.26,23.43,2.26,21.21,1.62,0.72,31.13,78.63,1.28,223.25,144.44,998.77,0.01,,1.170331
610,01-Sep-2020 - 00:00,43.27,13.05,22.98,35.65,8.49,6,0.41,25.33,6.27,25.39,3.03,1.4,26.34,94.67,1.18,174.85,52.13,999.4,-0.02,,1.170331
611,02-Sep-2020 - 00:00,29.91,9.54,17.16,26.67,10.06,6.44,0.28,26.68,4.57,25.86,3.95,2.75,26.73,91.17,0.78,212.9,133.87,,0,,1.170331
612,03-Sep-2020 - 00:00,25.15,9.76,16.28,26.04,9.9,6.45,0.26,25.44,3.84,23.24,2.36,1.03,29.06,81.76,1.12,193.6,205.25,,0,,1.170331
613,04-Sep-2020 - 00:00,40.69,18.72,21.19,39.78,8.57,6.28,0.38,22.4,5.87,31.07,3.95,1.77,28.94,84.01,1.37,213.06,107.77,999.81,-0.02,,1.170331
614,05-Sep-2020 - 00:00,31.98,12.13,19.56,31.69,8.3,6,0.31,21.42,3.39,28.18,2.84,1.28,29.9,79.03,1.93,215.66,176.64,998.7,0.01,,1.170331
615,06-Sep-2020 - 00:00,26.25,10.62,14.52,25.15,9.24,6.37,0.23,22.53,1.92,24.87,1.91,0.88,30.21,79.28,2.06,215.51,226.22,999.27,0,,1.170331
616,07-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,1.170331
617,08-Sep-2020 - 00:00,36.1,15.33,35,50.12,9.81,5.85,0.44,37.04,5.15,23.8,2.85,1.24,29.81,77.63,1.97,217.17,90.93,999.14,0.01,,1.170331
618,09-Sep-2020 - 00:00,49.05,10.81,32.24,43.05,9.74,6.49,0.38,27.43,3.82,25.99,2.72,1.19,30.44,78.11,1.76,220.84,191.94,998.52,0,,1.170331
619,10-Sep-2020 - 00:00,34.83,11.76,26.93,38.68,11.36,6.95,0.31,25.88,3.09,23.5,2.59,1.14,28.98,86.33,1.9,216.56,123.86,997.93,0,,1.170331
620,11-Sep-2020 - 00:00,18.57,8.17,12.84,21,15.27,7.31,0.17,22.66,2.58,22.1,1.88,0.84,29.56,79.2,1.53,220.56,131.51,998.3,0,,1.170331
621,12-Sep-2020 - 00:00,17.24,8.75,13.59,22.33,14.74,7.43,0.22,20.87,3.42,23.71,2.11,0.96,28.68,85.02,1.19,201.08,88.06,999.52,0.01,,1.170331
622,13-Sep-2020 - 00:00,13.31,8.14,11.05,19.19,15.65,7.83,0.26,21.17,3.25,22.61,2.05,0.94,29.23,82.59,1.13,226.13,111.25,999.79,0.01,,1.170331
623,14-Sep-2020 - 00:00,14.84,8.8,16.9,25.69,13.75,7.66,0.23,23.27,2.36,21.54,1.61,0.78,29.59,81.68,1.32,220.96,132.11,999.03,0.01,,1.170331
624,15-Sep-2020 - 00:00,24.69,11.59,14.5,25.99,14.38,7.05,0.37,23.82,3.93,26.05,2.4,1.13,28.65,86.66,1.31,222.35,119.57,999.34,0,,1.170331
625,16-Sep-2020 - 00:00,21.22,9.02,14.04,23.09,15.7,6.51,0.24,26.11,6.49,24.69,4.09,2.74,29.88,80.12,1.7,221.81,160.11,999,0,,1.170331
626,17-Sep-2020 - 00:00,25.28,8.05,13.8,21.84,14.83,6.44,0.24,23.98,2.91,19.64,1.7,0.79,30.67,76.93,1.91,216.74,182.32,998.52,0,,1.170331
627,18-Sep-2020 - 00:00,27.76,9.62,12.04,21.72,17.2,6.12,0.32,24.16,2.63,18.41,1.78,0.75,29.24,84.14,1.08,169.35,124.46,997.93,0,,1.170331
628,19-Sep-2020 - 00:00,34.14,8.02,16.68,24.69,13.65,6.14,0.32,22.52,2.66,21.13,1.86,0.83,30.18,78.73,0.71,126.78,155.49,995.53,0.01,,1.170331
629,20-Sep-2020 - 00:00,38.95,7.67,13.73,21.38,14.91,6.35,0.3,22.9,2.37,20.7,1.67,0.72,28.78,84.65,0.75,149.62,104.41,993.89,0,,1.170331
630,21-Sep-2020 - 00:00,14.51,7.64,9.74,17.39,15.77,6.68,0.21,23.96,1.06,16.78,1.08,0.47,27.73,90.38,0.88,113.27,94.11,993.7,0,,1.170331
631,22-Sep-2020 - 00:00,22.82,7.92,12.5,20.42,15.96,6.67,0.25,28.8,3.59,20.79,1.73,0.76,28.08,91.39,1.15,224.84,90.97,996.6,0,,1.170331
632,23-Sep-2020 - 00:00,21.83,8.34,11.9,20.25,15.56,3.8,0.23,27.19,5.66,23.69,2.58,1.07,27.06,94.6,1.44,224.98,69.54,998.43,0,,1.170331
633,24-Sep-2020 - 00:00,29.67,9.1,15.38,24.48,14.38,7.26,0.33,22.8,5.48,25.09,2.43,1.07,28.5,88.84,1.89,218.98,127.5,999.44,0,,1.170331
634,25-Sep-2020 - 00:00,34.17,9.83,16.04,25.87,14.21,7.99,0.39,20.73,7.4,29.43,5.04,3.48,27.74,90.98,1.78,219.26,73.96,998.25,0,,1.170331
635,26-Sep-2020 - 00:00,36.51,8.03,18.08,26.11,13.3,7.97,0.3,20.85,5.38,24.55,2.63,1.21,27.53,94.6,1.3,224.44,74.07,997.67,0.01,,1.170331
636,27-Sep-2020 - 00:00,43.92,8.36,14.63,22.99,14.25,7.37,0.3,23.64,3.05,20.55,1.89,0.86,28.78,78.46,1,195.24,173.45,998.4,0.01,,1.170331
637,28-Sep-2020 - 00:00,77.25,10.69,16.18,26.69,16.24,22.57,0.59,20.47,4.8,26.6,3.31,1.58,28.79,88.11,0.9,208.52,82.27,998.9,0.01,,1.170331
638,29-Sep-2020 - 00:00,41.86,13.84,15.14,28.84,15.55,8.29,0.61,21.04,5.37,23.93,3.18,1.52,29.52,82.19,0.93,182.89,153.01,998.69,0.01,,1.170331
639,30-Sep-2020 - 00:00,30.11,10.4,17.77,28.17,13.52,8.63,0.72,23.27,3.57,20.29,2.27,1.04,29.27,81.28,0.62,181.64,128.77,998.21,0,,1.170331
640,01-Oct-2020 - 00:00,23.64,8.43,12,20.43,15.27,8.77,0.53,25.77,2.06,15.42,1.53,0.64,28.75,80.71,0.66,99.96,127.95,997.89,0,,0.843462
641,02-Oct-2020 - 00:00,21.44,8.36,14.26,22.63,14.65,9.6,,22.96,2.23,16.85,1.46,0.64,28.59,84.2,0.81,165.36,132.72,998.55,0.01,,0.843462
642,03-Oct-2020 - 00:00,30.89,8.94,10.01,18.95,15.57,9.59,,21.36,2.15,19.09,1.75,0.79,28.3,86.94,0.75,157.55,126.92,999.17,0,,0.843462
643,04-Oct-2020 - 00:00,36.61,9.14,10.29,19.43,15.73,9.66,,21.87,2.75,19.65,2.07,0.97,27.77,89.01,0.83,139.69,87.3,998.98,0,,0.843462
644,05-Oct-2020 - 00:00,30.15,9.72,10.32,20.04,15.54,8.58,,22.83,2.56,19.61,1.99,0.91,27.58,90.68,0.8,163.49,97.8,999.45,0,,0.843462
645,06-Oct-2020 - 00:00,25.79,10.83,13.18,23.94,17.96,7.8,,22.58,3.98,18.82,3.23,2.21,27.93,88.3,0.83,208.53,133.44,999.85,0.01,,0.843462
646,07-Oct-2020 - 00:00,27.34,8.53,14.39,22.92,14.31,7.75,,26.05,4.26,18.7,1.99,0.86,28.27,86.26,1.17,212.52,151.52,,0,,0.843462
647,08-Oct-2020 - 00:00,39.83,11.18,14.59,25.66,13.84,13.13,,25.15,7.58,21.87,2.79,1.3,28.74,83.92,1.12,199.6,108.94,,0.01,,0.843462
648,09-Oct-2020 - 00:00,60.5,13.96,15.55,29.5,13.24,7.67,,22.91,11.03,27.5,5.25,2.39,29.2,85.79,1.01,208.99,138.48,,0.01,,0.843462
649,10-Oct-2020 - 00:00,59.9,10.69,17.72,28.41,13.15,6.92,,19.69,7.47,28.09,4.96,2.2,28.79,84.9,1.12,177.34,103.66,999.65,0.01,,0.843462
650,11-Oct-2020 - 00:00,53.24,10.36,21.35,31.71,11.26,7.01,,19.81,4.34,20.62,2.72,1.23,28.52,83.98,0.81,195.46,131.82,998.65,0.01,,0.843462
651,12-Oct-2020 - 00:00,53.78,11.63,17.84,29.47,12.55,7.26,,19.04,6.04,22.41,3.69,1.73,29.4,79.4,0.85,186.52,116.19,998.77,0.01,,0.843462
652,13-Oct-2020 - 00:00,48.79,10.62,13.89,24.51,12.17,7.54,,21.48,6.34,21.59,4.03,2.53,30.16,74.92,0.9,172.18,153.75,998.98,0,,0.843462
653,14-Oct-2020 - 00:00,19.98,8.4,10.81,19.21,11.98,7.66,,23.68,2.26,18.21,1.73,0.76,29.59,77.92,0.69,155.42,127.72,999.62,0.01,,0.843462
654,15-Oct-2020 - 00:00,24.51,8.71,9.9,18.62,12.36,7.3,,25.09,3.09,16.96,1.73,0.77,29.63,76.36,0.9,125.89,132.11,999.27,0,,0.843462
655,16-Oct-2020 - 00:00,49.04,13.39,13.33,26.72,10.91,6.68,1.33,30.45,6.57,20.91,3.07,1.37,29.04,79.63,1.24,186.86,108.16,999.05,0,,0.843462
656,17-Oct-2020 - 00:00,75.74,13.06,13.1,26.26,11.29,6.61,,28.63,,,,,30.05,73.3,1.41,180.85,138.51,999.17,0.01,,0.843462
657,18-Oct-2020 - 00:00,82.52,9.36,12.71,22.08,11.62,6.52,,26.68,,,,,29.22,80.32,1.58,186.46,98.89,,0,,0.843462
658,19-Oct-2020 - 00:00,69.08,13.31,15.47,28.78,9.54,6.83,,29.09,,,,,28.32,84.26,1.62,230.34,107.28,999.55,0.01,,0.843462
659,20-Oct-2020 - 00:00,83.91,10.66,20.07,30.74,9.39,6.26,,28.51,,,,,29.2,75.81,1.2,177.58,129.39,999.85,0,,0.843462
660,21-Oct-2020 - 00:00,20.17,9.23,9.87,19.16,12.16,7.11,,27.82,,,,,28.23,80.86,1.05,73.89,146.91,,0,,0.843462
661,22-Oct-2020 - 00:00,16.18,8.02,8.45,16.46,12.78,7.77,0.15,28.67,1.72,3.09,1.07,0.73,25.62,89.56,1.45,72.13,69.96,999.28,0,,0.843462
662,23-Oct-2020 - 00:00,21.04,8.68,9.27,17.89,12.46,7.7,0.32,34.21,1.56,2.63,0.65,0.19,24.88,93.97,1.28,229.96,56.95,997.67,0,,0.843462
663,24-Oct-2020 - 00:00,27.41,9.11,25.1,34.2,7.5,7.66,0.99,32.15,1.68,2.74,1.07,0.38,26.26,83.26,1.42,220.44,121.6,999.45,0,,0.843462
664,25-Oct-2020 - 00:00,50.8,9.16,18.65,27.8,9.82,7.85,0.95,33.59,3.54,5.54,2.5,0.97,27.3,79.96,1.26,253.72,122.26,,0.01,,0.843462
665,26-Oct-2020 - 00:00,89.11,10.94,19.34,30.28,8.73,9.27,0.57,37.96,6.52,8.01,4.54,1.87,27.26,66.98,1.09,226.74,143.04,,0.01,,0.843462
666,27-Oct-2020 - 00:00,101.07,8.79,21.44,30.21,9.23,11.87,0.01,39.73,5.35,6.27,3.4,1.34,27.77,54.92,0.67,231.39,160.92,,0.02,,0.843462
667,28-Oct-2020 - 00:00,115.43,8.18,17.43,25.61,10.49,10.97,0.07,36.67,4.83,4.83,1.83,0.63,27.18,61.08,0.87,234.36,123.68,,-0.01,,0.843462
668,29-Oct-2020 - 00:00,83.46,8.41,15.83,24.24,10.73,8.43,0.54,38.94,4.61,4.78,1.72,0.52,27.65,67.33,1.2,228.67,120.86,,-0.03,,0.843462
669,30-Oct-2020 - 00:00,77.41,8.01,13.65,21.67,11.35,8.28,0.75,36.21,2.88,2.96,1.33,0.35,28.35,63.42,1.42,265.3,153.53,,0,,0.843462
670,31-Oct-2020 - 00:00,71.92,8.07,12.81,20.86,11.56,7.5,0.66,33.07,3.37,5.77,1.31,0.48,26.96,75.06,1.02,216.48,91.24,,0,,0.843462
671,01-Nov-2020 - 00:00,22.79,8.25,9.8,18.05,12.22,5.98,1,26.35,1.44,2.42,0.38,0.17,27.73,81.46,0.98,82.82,131.03,,-0.01,,0.843462
672,02-Nov-2020 - 00:00,29.42,8.25,11.2,19.46,11.72,5.48,0.91,30.75,2.56,5.09,0.98,0.47,27.81,78.75,1.03,130.81,136.12,,-0.01,,0.843462
673,03-Nov-2020 - 00:00,111.16,8.31,16.26,24.57,10.21,7,0.67,29.64,5.14,10.21,2.52,0.86,27.57,63.66,1.22,242.83,123.94,,0,,0.843462
674,04-Nov-2020 - 00:00,136.17,10.2,21.09,31.32,10.3,16.25,0.37,54.67,6.77,12.17,4.31,2.35,26.26,44.2,1.11,237.87,134.27,,0,,0.843462
675,05-Nov-2020 - 00:00,130.21,12.46,20.38,32.9,9.09,18.23,0.43,64.95,7.62,15.86,4.01,1.85,25.54,44.74,0.29,107.96,128.12,,0.01,,0.843462
676,06-Nov-2020 - 00:00,140.76,10.52,19.18,29.71,9.91,14.09,0.32,65.82,9.23,19.98,5.45,2.3,25.08,46.43,0.18,165.78,137.76,,0.01,,0.843462
677,07-Nov-2020 - 00:00,145.79,11.01,19.19,30.31,10.14,14.54,0.23,69.63,5.75,11.81,3.25,1.14,24.06,49.38,0.22,229.31,130.99,,0,,0.843462
678,08-Nov-2020 - 00:00,123.24,14.28,19.61,33.88,9.31,11.14,0.33,47.71,5.92,7.59,3.4,1.41,24.16,55.03,0.27,193.76,142.37,,0,,0.843462
679,09-Nov-2020 - 00:00,93.78,11.44,19.31,30.74,9.34,12.38,0.31,30.34,6.06,12.85,3.98,1.68,24.5,60.92,0.2,140.61,133.27,,0,,0.843462
680,10-Nov-2020 - 00:00,74.49,9.09,14.41,23.52,12.62,10.91,0.51,52.86,6.35,11.43,4.3,2.5,27.33,53.9,0.39,130.16,150.29,,0.02,,0.843462
681,11-Nov-2020 - 00:00,59.49,9.35,14.31,23.65,10.82,13.39,0.18,44.38,4.39,8.62,2.15,0.82,27.14,51.61,0.58,141.88,164.19,,-0.01,,0.843462
682,12-Nov-2020 - 00:00,62.11,9.08,16.96,26.05,10.51,16.31,0.27,40.63,4.06,14.79,2.48,0.93,26.75,49.8,0.27,223.01,130.64,,0,,0.843462
683,13-Nov-2020 - 00:00,66.78,9.57,13.48,23.08,11.63,12.21,0.39,54.48,3.56,8.37,2,0.75,26.75,48.8,0.31,158.61,162.93,,0,,0.843462
684,14-Nov-2020 - 00:00,115.69,8.68,13.7,22.38,11.36,14.52,0.24,67.26,4.78,6.01,2.17,0.87,26.05,47.74,0.26,133.96,129.83,,-0.01,,0.843462
685,15-Nov-2020 - 00:00,137.05,9.15,14.51,23.65,10.81,14.06,0.28,60.02,4.43,6.07,2.88,1.1,25.85,47.84,0.24,207.37,139.02,,0,,0.843462
686,16-Nov-2020 - 00:00,125.26,9.1,17.18,26.29,10.19,16.36,0.39,46.88,6,6.42,3.08,1.21,25.58,48.92,0.22,249.39,144.69,,-0.01,,0.843462
687,17-Nov-2020 - 00:00,166.49,10.03,18.3,28.34,10.68,19.96,0.29,53.73,9.52,15.05,4.33,1.91,24.98,57.32,0.23,212.07,124.69,,0,,0.843462
688,18-Nov-2020 - 00:00,158.92,8.61,16.09,24.69,13.84,20.65,0.19,62.44,8.79,11.7,3.13,1.29,25.85,59.95,0.22,172.3,113.1,,0,,0.843462
689,19-Nov-2020 - 00:00,108.5,8.97,14.91,23.82,13.71,16.41,0.23,45.36,6.61,11.42,3.31,1.35,26.17,68.44,0.39,219.15,120.87,,0,,0.843462
690,20-Nov-2020 - 00:00,111.33,8.78,13.77,22.54,14.12,15.68,0.23,36.76,5.58,7.92,2.51,0.94,26.75,73.15,1.15,237.51,100.94,,0,,0.843462
691,21-Nov-2020 - 00:00,159.96,9.24,14.18,23.43,13.79,10.71,0.14,24.74,7.49,10.38,3.13,1.19,23.59,88.42,0.54,217.1,58.36,,-0.02,,0.843462
692,22-Nov-2020 - 00:00,113.42,11.41,14.4,25.81,12.91,12.67,0.17,59.56,4.42,6.12,2.12,1,22.07,54.11,0.34,179.57,138.8,,-0.01,,0.843462
693,23-Nov-2020 - 00:00,129.13,11.86,15.82,27.67,18.79,12.88,0.5,61.67,10.14,15.44,7.29,4.73,20.95,50.3,0.29,161.7,132.67,,-0.01,,0.843462
694,24-Nov-2020 - 00:00,128.36,8.9,15.41,24.3,19.65,15.94,0.28,43.18,5.61,13.14,3.39,1.3,20.86,57.45,0.16,199.5,104.63,,0,,0.843462
695,25-Nov-2020 - 00:00,121.16,10.03,15.46,25.48,17.76,15.29,0.19,32.66,7.17,13.91,3,1.22,21.58,66.7,0.17,219.98,101.22,,0,,0.843462
696,26-Nov-2020 - 00:00,127.54,11.93,16.2,28.14,14.29,16.64,0.18,26.8,9.36,15.87,3.94,1.64,21.65,70.45,0.14,219.17,71.97,,0.01,,0.843462
697,27-Nov-2020 - 00:00,93.61,11.45,16.74,28.2,14.83,16.4,0.16,30.73,4.01,7.56,1.68,0.57,22.83,63.36,0.33,252.78,125.58,,0,,0.843462
698,28-Nov-2020 - 00:00,105.19,11.58,20.37,31.95,14.15,18.12,0.22,54.62,3.98,7.15,1.72,0.62,23.08,55.36,0.24,239.12,134.02,,0,,0.843462
699,29-Nov-2020 - 00:00,131.87,12.74,22.86,35.6,13.38,17.6,0.25,52.22,5.7,7.96,3.01,1.17,22.32,54.65,0.23,218.22,114.53,,0,,0.843462
700,30-Nov-2020 - 00:00,120.57,15.96,25.07,41.03,12.36,18.42,0.18,52.15,6.63,12.11,3.02,1.27,22.31,49.79,0.18,238.08,135.75,,-0.01,,0.843462
701,01-Dec-2020 - 00:00,181.52,20.93,29.71,50.69,16.64,20.2,0.16,43.52,11.83,21.05,8.15,4.91,21.93,53.31,0.19,230.97,118.83,,0,,0.692308
702,02-Dec-2020 - 00:00,176.25,17.42,29.93,47.35,15.42,22.6,0.35,36.72,11.1,20.97,6.83,3.4,21.51,59.01,0.17,210.94,113.14,,0,,0.692308
703,03-Dec-2020 - 00:00,208.43,25.23,31.81,57.05,13.86,30.32,0.67,42.82,14.56,26.7,8.92,4.75,21.71,61.64,0.14,209.79,104.12,,-0.01,,0.692308
704,04-Dec-2020 - 00:00,258.44,28.26,32.65,60.91,13.89,27.11,1.15,38.7,20.18,31.19,12.07,6.34,22.16,66.42,0.16,187.21,97.73,,-0.01,,0.692308
705,05-Dec-2020 - 00:00,202.71,14.3,26.72,41.01,17.69,27.07,1.34,45.75,13.38,18.76,6.76,3.06,22.41,65.06,0.18,210.03,122.59,,0,,0.692308
706,06-Dec-2020 - 00:00,198.58,15.21,26.24,41.46,17.39,22.35,1.4,39.28,11.13,16.49,6.6,3.02,22.68,69.24,0.16,210.41,105.8,,0,,0.692308
707,07-Dec-2020 - 00:00,156.91,11.83,24.39,36.22,18.87,27.04,1.24,36.42,9.19,13.61,4.42,1.96,23,69.29,0.2,196.88,114.72,,0,,0.692308
708,08-Dec-2020 - 00:00,196.51,11.74,21.25,32.97,19.69,11.49,1.43,23.13,11.18,12.68,3.29,1.43,20.24,88.6,0.32,164.86,79.23,,0.01,,0.692308
709,09-Dec-2020 - 00:00,195.41,12.37,21.58,33.97,19.06,13.45,1.47,21.72,10.86,13.82,3,1.23,19.74,91.7,0.21,184.26,74.39,,0.01,,0.692308
710,10-Dec-2020 - 00:00,179.78,17.05,23.06,40.11,16.74,11.38,1.52,26.65,11.88,17.32,4.48,1.94,20.72,87.89,0.31,187.19,115.02,,0,,0.692308
711,11-Dec-2020 - 00:00,148.18,14.01,18.71,32.55,20.2,8.15,1.26,31.4,8,8.99,1.7,0.68,18.28,93.26,0.38,109.73,64.3,,-0.01,,0.692308
712,12-Dec-2020 - 00:00,164.19,11.75,19.78,31.52,19.39,15.65,1.18,37.13,7.62,10.28,2.13,0.81,18.86,83.17,0.24,216.97,107.21,,-0.08,,0.692308
713,13-Dec-2020 - 00:00,200.6,19.79,24.37,44.15,15.17,22.33,1.78,30.57,14.64,15.43,7.5,3.35,20.91,78.08,0.13,206.93,114.17,,-0.01,,0.692308
714,14-Dec-2020 - 00:00,191.26,13.21,21.1,34.31,18.85,11.07,1.35,33.44,11.22,12.89,5.21,2.34,21.55,71.58,0.19,170.47,109.73,,-0.01,,0.692308
715,15-Dec-2020 - 00:00,144.98,13.56,21.34,34.91,18.56,14.4,1.15,37.99,8.27,17.22,4.04,1.62,22.16,60.38,0.24,183.93,102.18,,-0.01,,0.692308
716,16-Dec-2020 - 00:00,146.75,17.08,21.08,38.22,22.26,20.25,1.29,36.87,9.64,15.19,5.01,3.04,21.82,57.38,0.29,147.01,102.02,,-0.02,,0.692308
717,17-Dec-2020 - 00:00,154.31,16.09,22.03,38.12,17.41,17.8,1.28,35.15,8.94,15.8,4.64,2.1,21.08,58.23,0.16,205.63,108.96,,-0.09,,0.692308
718,18-Dec-2020 - 00:00,139.69,20.17,20.89,41.01,17.08,25.87,1.18,41.31,9.97,14.64,4.73,2.21,19.52,56.24,0.27,218.83,125.48,,-0.01,,0.692308
719,19-Dec-2020 - 00:00,153.82,11.04,20.1,31.14,14.53,14.78,1.11,46.25,6.53,7.75,1.76,0.77,17.11,48.54,0.33,193.11,107.17,,-0.01,,0.692308
720,20-Dec-2020 - 00:00,178.24,11.92,21.52,33.44,13.72,15.19,1.27,39.11,5.67,5.93,1.97,0.77,16.74,52.72,0.19,210.03,120.64,,-0.02,,0.692308
721,21-Dec-2020 - 00:00,246.31,15.3,25.62,40.92,12.6,21.49,1.95,26.71,9.85,15.03,4.53,2.03,16.85,63.71,0.21,234.37,99.65,,-0.02,,0.692308
722,22-Dec-2020 - 00:00,248.34,14.38,26.27,40.65,11.89,20.84,1.89,27.54,10.65,13.38,4.74,2.03,17.77,67.66,0.17,226.19,109.67,,-0.01,,0.692308
723,23-Dec-2020 - 00:00,180.46,14.86,23.13,37.98,12.62,20.43,1.83,32.76,10,16.08,4.97,2.12,19.42,63.53,0.19,203.75,134.19,,0,,0.692308
724,24-Dec-2020 - 00:00,156.98,13.05,21.62,34.68,13.71,13.93,1.74,31.52,8.68,17.08,4.36,1.85,19.77,63.58,0.23,164.41,109.7,,0.01,,0.692308
725,25-Dec-2020 - 00:00,161.84,11.84,21.06,32.9,14.04,15.64,1.61,31.15,7.65,12.89,3.62,1.43,18.67,65.63,0.15,228.17,93.09,,-0.01,,0.692308
726,26-Dec-2020 - 00:00,183.67,13.24,22.69,35.93,13,16.26,1.72,33.43,7.74,13.28,3.82,1.55,18.56,55.62,0.17,171.3,119.84,,0,,0.692308
727,27-Dec-2020 - 00:00,191.3,17.74,24.89,42.62,11.59,19.5,2.04,28.95,8.84,11.18,4.89,2.09,17.81,53.78,0.15,195.63,112.55,,0,,0.692308
728,28-Dec-2020 - 00:00,218.45,15.66,24.81,40.43,16.4,19.07,2.38,31.39,10.4,16.17,5.51,2.63,18.17,57.9,0.2,170.96,120.11,,0,,0.692308
729,29-Dec-2020 - 00:00,239.16,19.64,26.63,46.28,10.11,21.83,2.94,27.52,15.69,30.44,8.59,4.16,18.16,60.8,0.22,170.19,101.99,,-0.01,,0.692308
730,30-Dec-2020 - 00:00,167.88,11.14,22.61,33.77,14.63,17.52,1.84,37.57,6.44,13.11,4.43,1.53,21.02,49.22,0.2,179.71,139.56,,0,,0.692308
731,31-Dec-2020 - 00:00,158.61,11.39,23.66,35.05,13.91,28.64,1.87,32.97,9.03,12.22,4.86,3.03,19.1,50.98,0.24,266.32,96.72,,0.01,,0.692308
